id,nom,groupe_musculaire,equipement,url
arrache-avec-haltere,Arraché avec haltère,Épaules,Haltères,https://www.docteur-fitness.com/arrache-avec-haltere
handstand-push-up-suspendu,Handstand push-up suspendu,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/handstand-push-up-suspendu
rotation-externe-de-lepaule-en-abduction,Rotation externe de l'épaule en abduction,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/rotation-externe-de-lepaule-en-abduction
rotations-externes-de-lepaule-avec-elastique,Rotations externes de l'épaule avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/rotations-externes-de-lepaule-avec-elastique
rotations-internes-de-lepaule-avec-elastique,Rotations internes de l'épaule avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/rotations-internes-de-lepaule-avec-elastique
passage-depaule-avec-elastique,Passage d'épaule avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/passage-depaule-avec-elastique
oiseau-a-la-poulie-a-45,Oiseau à la poulie à 45°,Épaules,Poulie,https://www.docteur-fitness.com/oiseau-a-la-poulie-a-45
rotation-interne-a-90-a-la-poulie,Rotation interne à 90° à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/rotation-interne-a-90-a-la-poulie
elevation-laterale-a-la-poulie-en-inclinaison,Élévation latérale à la poulie en inclinaison,Épaules,Poulie,https://www.docteur-fitness.com/elevation-laterale-a-la-poulie-en-inclinaison
face-pull-couche-a-la-poulie,Face pull couché à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/face-pull-couche-a-la-poulie
elevation-en-y-a-la-poulie,Élévation en Y à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/elevation-en-y-a-la-poulie
ecarte-arriere-elastique,Écarté arrière à l'élastique,Épaules,Élastique,https://www.docteur-fitness.com/ecarte-arriere-elastique
developpe-militaire,Développé militaire,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-militaire
developpe-arnold,Développé Arnold,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-arnold
face-pull,Face pull,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/face-pull
elevations-laterales-a-la-poulie,Élévations latérales à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/elevations-laterales-a-la-poulie
elevations-laterales-a-la-machine,Élévations latérales à la machine,Épaules,Machine,https://www.docteur-fitness.com/elevations-laterales-a-la-machine
developpe-epaules-avec-halteres,Développé épaules avec haltères,Épaules,Haltères,https://www.docteur-fitness.com/developpe-epaules-avec-halteres
developpe-a-la-landmine,Développé épaules debout à la landmine,Épaules,Landmine,https://www.docteur-fitness.com/developpe-a-la-landmine
rotation-externe-de-lepaule-a-la-poulie,Rotation externe de l'épaule à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/rotation-externe-de-lepaule-a-la-poulie
pec-deck-inverse,Pec deck inversé,Épaules,Machine,https://www.docteur-fitness.com/pec-deck-inverse
elevations-frontales,Élévations frontales,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/elevations-frontales
elevations-laterales,Élévations latérales,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/elevations-laterales
presse-a-epaules-inclinee,Presse à épaules inclinée,Épaules,Machine,https://www.docteur-fitness.com/presse-a-epaules-inclinee
elevations-laterales-avec-kettlebell,Élévations latérales avec kettlebell,Épaules,Kettlebell,https://www.docteur-fitness.com/elevations-laterales-avec-kettlebell
tirage-menton-avec-kettlebell,Tirage menton avec kettlebell,Épaules,Kettlebell,https://www.docteur-fitness.com/tirage-menton-avec-kettlebell
developpe-epaule-avec-kettlebell,Développé épaule avec kettlebell,Épaules,Kettlebell,https://www.docteur-fitness.com/developpe-epaule-avec-kettlebell
tirage-menton-barre-guidee,Tirage menton barre guidée,Épaules,Smith machine,https://www.docteur-fitness.com/tirage-menton-barre-guidee
elevations-laterales-avec-landmine,Élévations latérales avec landmine,Épaules,Landmine,https://www.docteur-fitness.com/elevations-laterales-avec-landmine
oiseau-assis-sur-un-banc,Oiseau assis sur un banc,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/oiseau-assis-sur-un-banc
elevation-frontale-allongee-a-la-barre,Élévation frontale allongée à la barre,Épaules,Barre,https://www.docteur-fitness.com/elevation-frontale-allongee-a-la-barre
developpe-epaule-unilateral-avec-elastique,Développé épaule unilatéral avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/developpe-epaule-unilateral-avec-elastique
developpe-epaules-a-la-smith-machine,Développé épaules à la Smith machine,Épaules,Smith machine|Machine,https://www.docteur-fitness.com/developpe-epaules-a-la-smith-machine
elevation-frontale-sur-banc-incline,Élévation frontale sur banc incliné,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/elevation-frontale-sur-banc-incline
developpe-epaules-assis,Développé épaules assis,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-epaules-assis
tirage-menton-avec-elastique,Tirage menton avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/tirage-menton-avec-elastique
oiseau-avec-elastique,Oiseau avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/oiseau-avec-elastique
developpe-epaules-avec-elastique,Développé épaules avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/developpe-epaules-avec-elastique
elevations-laterales-inclinees-avec-haltere,Élévations latérales inclinées avec haltère,Épaules,Haltères,https://www.docteur-fitness.com/elevations-laterales-inclinees-avec-haltere
rotation-externe-de-lepaule-couchee-avec-haltere,Rotation externe de l'épaule couchée avec haltère,Épaules,Haltères,https://www.docteur-fitness.com/rotation-externe-de-lepaule-couchee-avec-haltere
handstand-push-up,Handstand push-up,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/handstand-push-up
pompes-piquees,Pompes piquées,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/pompes-piquees
russian-twist-avec-developpe-epaule,Russian twist avec développé épaules,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/russian-twist-avec-developpe-epaule
croix-de-fer-avec-halteres,Croix de fer avec haltères,Épaules,Haltères,https://www.docteur-fitness.com/croix-de-fer-avec-halteres
extension-horizontale-des-epaules-avec-elastique,Extension horizontale des épaules avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/extension-horizontale-des-epaules-avec-elastique
thruster-avec-kettlebell,Thruster avec kettlebell,Épaules,Kettlebell,https://www.docteur-fitness.com/thruster-avec-kettlebell
developpe-epaules-unilateral-landmine,Développé épaule unilatéral à genou avec landmine,Épaules,Landmine,https://www.docteur-fitness.com/developpe-epaules-unilateral-landmine
elevations-laterales-unilaterale-poulie,Élévations latérales unilatérales à la poulie,Épaules,Poulie,https://www.docteur-fitness.com/elevations-laterales-unilaterale-poulie
developpe-epaules-assis-avec-elastique,Développé épaules assis avec élastique,Épaules,Élastique,https://www.docteur-fitness.com/developpe-epaules-assis-avec-elastique
developpe-epaules-a-la-machine,Développé épaules à la machine,Épaules,Machine,https://www.docteur-fitness.com/developpe-epaules-a-la-machine
oiseau-inverse-avec-sangles-de-suspension,Oiseau inversé avec sangles de suspension,Épaules,Sangles de suspension / TRX,https://www.docteur-fitness.com/oiseau-inverse-avec-sangles-de-suspension
thruster-avec-landmine,Thruster avec landmine,Épaules,Landmine,https://www.docteur-fitness.com/thruster-avec-landmine
rotations-cubaines,Rotations cubaines,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/rotations-cubaines
elevations-frontales-a-la-poulie-basse,Élévations frontales à la poulie basse,Épaules,Poulie,https://www.docteur-fitness.com/elevations-frontales-a-la-poulie-basse
thruster,Thruster,Épaules,Poids de corps / sans matériel,https://www.docteur-fitness.com/thruster
developpe-nuque-barre-guidee,Développé nuque barre guidée,Épaules,Smith machine,https://www.docteur-fitness.com/developpe-nuque-barre-guidee
curl-biceps-croise-elastique,Curl biceps croisé à l'élastique,Biceps,Élastique,https://www.docteur-fitness.com/curl-biceps-croise-elastique
curl-concentre-avec-elastique,Curl concentré avec élastique,Biceps,Élastique,https://www.docteur-fitness.com/curl-concentre-avec-elastique
curl-overhead-elastique,Curl overhead avec élastique,Biceps,Élastique,https://www.docteur-fitness.com/curl-overhead-elastique
rocky-pull-up,Rocky Pull-Up,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/rocky-pull-up
curl-a-la-barre,Curl à la barre,Biceps,Barre,https://www.docteur-fitness.com/curl-a-la-barre
curl-concentre,Curl concentré,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/curl-concentre
curl-pupitre-barre-ez,Curl pupitre barre EZ,Biceps,Barre,https://www.docteur-fitness.com/curl-pupitre-barre-ez
curl-allonge-a-la-poulie,Curl allongé à la poulie,Biceps,Poulie,https://www.docteur-fitness.com/curl-allonge-a-la-poulie
curl-poulie-en-position-squat,Curl poulie en position squat,Biceps,Poulie,https://www.docteur-fitness.com/curl-poulie-en-position-squat
curl-au-pupitre-a-la-poulie,Curl au pupitre à la poulie,Biceps,Poulie,https://www.docteur-fitness.com/curl-au-pupitre-a-la-poulie
curl-biceps-assis-a-la-machine,Curl biceps assis à la machine,Biceps,Machine,https://www.docteur-fitness.com/curl-biceps-assis-a-la-machine
curl-haltere-debout-sur-banc-incline,Curl haltère debout sur banc incliné,Biceps,Haltères,https://www.docteur-fitness.com/curl-haltere-debout-sur-banc-incline
curl-spider,Curl Spider,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/curl-spider
curl-haltere-incline,Curl haltère incliné avec rotation,Biceps,Haltères,https://www.docteur-fitness.com/curl-haltere-incline
curl-biceps-a-la-poulie-basse,Curl biceps à la poulie basse,Biceps,Poulie,https://www.docteur-fitness.com/curl-biceps-a-la-poulie-basse
traction-supination,Traction supination,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/traction-supination
curl-zottman,Curl Zottman,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/curl-zottman
curl-en-prise-marteau-avec-elastique,Curl en prise marteau avec élastique,Biceps,Élastique,https://www.docteur-fitness.com/curl-en-prise-marteau-avec-elastique
curl-a-la-poulie-vis-a-vis,Curl à la poulie vis-à-vis,Biceps,Poulie,https://www.docteur-fitness.com/curl-a-la-poulie-vis-a-vis
drag-curl-avec-halteres,Drag curl avec haltères,Biceps,Haltères,https://www.docteur-fitness.com/drag-curl-avec-halteres
curl-inverse-a-la-barre,Curl inversé à la barre,Biceps,Barre,https://www.docteur-fitness.com/curl-inverse-a-la-barre
sled-pull,Sled pull,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/sled-pull
curl-haltere-prise-neutre,Curl haltères prise neutre,Biceps,Haltères,https://www.docteur-fitness.com/curl-haltere-prise-neutre
drag-curl-a-la-smith-machine,Drag curl à la Smith machine,Biceps,Smith machine|Machine,https://www.docteur-fitness.com/drag-curl-a-la-smith-machine
drag-curl,Drag curl,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/drag-curl
curl-biceps-avec-halteres-alterne,Curl biceps alterné avec haltères,Biceps,Haltères,https://www.docteur-fitness.com/curl-biceps-avec-halteres-alterne
waiter-curl,Waiter curl,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/waiter-curl
curl-biceps-alterne-sur-banc-incline,Curl biceps alterné en supination sur banc incliné,Biceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/curl-biceps-alterne-sur-banc-incline
curl-biceps-avec-elastique,Curl biceps avec élastique,Biceps,Élastique,https://www.docteur-fitness.com/curl-biceps-avec-elastique
curl-unilateral-avec-sangles-de-suspension,Curl unilatéral avec sangles de suspension,Biceps,Sangles de suspension / TRX,https://www.docteur-fitness.com/curl-unilateral-avec-sangles-de-suspension
curl-haltere-prise-marteau-au-pupitre,Curl haltère prise marteau au pupitre,Biceps,Haltères,https://www.docteur-fitness.com/curl-haltere-prise-marteau-au-pupitre
curl-avec-sangles-de-suspension,Curl avec sangles de suspension,Biceps,Sangles de suspension / TRX,https://www.docteur-fitness.com/curl-avec-sangles-de-suspension
curl-incline-a-la-poulie,Curl incliné à la poulie,Biceps,Poulie,https://www.docteur-fitness.com/curl-incline-a-la-poulie
extension-de-triceps-en-suspension,Extension de triceps en suspension,Triceps,Sangles de suspension / TRX,https://www.docteur-fitness.com/extension-de-triceps-en-suspension
barre-front,Barre front,Triceps,Barre,https://www.docteur-fitness.com/barre-front
comment-faire-des-dips,Dips aux barres parallèles,Triceps,Barre,https://www.docteur-fitness.com/comment-faire-des-dips
extensions-verticales-dun-bras-avec-haltere,Extensions verticales d'un bras avec haltère,Triceps,Haltères,https://www.docteur-fitness.com/extensions-verticales-dun-bras-avec-haltere
extension-verticale-assis-a-la-barre,Extension verticale assis à la barre,Triceps,Barre,https://www.docteur-fitness.com/extension-verticale-assis-a-la-barre
extensions-des-triceps-a-la-machine-technogym,Extensions des triceps à la machine Technogym,Triceps,Machine,https://www.docteur-fitness.com/extensions-des-triceps-a-la-machine-technogym
dips-sur-une-chaise,Dips sur une chaise,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/dips-sur-une-chaise
extensions-des-triceps-incline-a-la-poulie-basse,Extensions des triceps incliné à la poulie basse,Triceps,Poulie,https://www.docteur-fitness.com/extensions-des-triceps-incline-a-la-poulie-basse
pourquoi-devrait-on-faire-des-pompes-plus-souvent,Pompes,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/pourquoi-devrait-on-faire-des-pompes-plus-souvent
extension-des-triceps-en-planche,Extension des triceps en planche,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/extension-des-triceps-en-planche
extensions-concentrees-des-triceps-a-la-poulie,Extensions concentrées des triceps à la poulie,Triceps,Poulie,https://www.docteur-fitness.com/extensions-concentrees-des-triceps-a-la-poulie
extension-horizontale-a-la-poulie,Extension horizontale à la poulie,Triceps,Poulie,https://www.docteur-fitness.com/extension-horizontale-a-la-poulie
extension-verticale-a-la-poulie-basse,Extension verticale à la poulie basse,Triceps,Poulie,https://www.docteur-fitness.com/extension-verticale-a-la-poulie-basse
extensions-verticales-a-la-poulie-haute,Extensions verticales à la poulie haute,Triceps,Poulie,https://www.docteur-fitness.com/extensions-verticales-a-la-poulie-haute
dips-assis-a-la-machine-matrix,Dips assis à la machine Matrix,Triceps,Machine,https://www.docteur-fitness.com/dips-assis-a-la-machine-matrix
kickback-alterne-assis,Kickback alterné assis,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/kickback-alterne-assis
extensions-des-triceps-avec-halteres-incline,Extensions des triceps incliné avec haltères,Triceps,Haltères,https://www.docteur-fitness.com/extensions-des-triceps-avec-halteres-incline
extensions-des-triceps-decline-avec-halteres,Extensions des triceps décliné avec haltères,Triceps,Haltères,https://www.docteur-fitness.com/extensions-des-triceps-decline-avec-halteres
dips-assistes-a-la-machine,Dips assistés à la machine,Triceps,Machine,https://www.docteur-fitness.com/dips-assistes-a-la-machine
dips-assis-a-la-machine,Dips assis à la machine Hammer Strength,Triceps,Machine,https://www.docteur-fitness.com/dips-assis-a-la-machine
kickback-debout-avec-halteres,Kickback debout avec haltères,Triceps,Haltères,https://www.docteur-fitness.com/kickback-debout-avec-halteres
extensions-des-triceps-assis-avec-haltere,Extensions des triceps assis avec haltère,Triceps,Haltères,https://www.docteur-fitness.com/extensions-des-triceps-assis-avec-haltere
extensions-des-triceps-couche-avec-halteres,Extensions des triceps couché avec haltères,Triceps,Haltères,https://www.docteur-fitness.com/extensions-des-triceps-couche-avec-halteres
extensions-triceps-incline-smith-machine,Extensions des triceps incliné à la Smith machine,Triceps,Smith machine|Machine,https://www.docteur-fitness.com/extensions-triceps-incline-smith-machine
developpe-couche-prise-serree-smith-machine,Développé couché prise serrée à la Smith machine,Triceps,Smith machine|Machine,https://www.docteur-fitness.com/developpe-couche-prise-serree-smith-machine
extensions-des-triceps-a-la-poulie-haute-a-la-corde,Extensions des triceps à la poulie haute à la corde,Triceps,Poulie,https://www.docteur-fitness.com/extensions-des-triceps-a-la-poulie-haute-a-la-corde
extensions-des-triceps-avec-sangles-de-suspension,Extensions des triceps avec sangles de suspension,Triceps,Sangles de suspension / TRX,https://www.docteur-fitness.com/extensions-des-triceps-avec-sangles-de-suspension
dips-aux-anneaux,Dips aux anneaux,Triceps,Sangles de suspension / TRX,https://www.docteur-fitness.com/dips-aux-anneaux
dips-sur-banc,Dips sur banc,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/dips-sur-banc
kickback,Kickback,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/kickback
dips-entre-deux-bancs,Dips entre deux bancs,Triceps,Poids de corps / sans matériel,https://www.docteur-fitness.com/dips-entre-deux-bancs
extensions-verticales-a-deux-mains-avec-haltere,Extensions verticales à deux mains avec haltère,Triceps,Haltères,https://www.docteur-fitness.com/extensions-verticales-a-deux-mains-avec-haltere
extension-des-triceps-au-dessus-de-la-tete-avec-elastique,Extension des triceps au-dessus de la tête avec élastique,Triceps,Élastique,https://www.docteur-fitness.com/extension-des-triceps-au-dessus-de-la-tete-avec-elastique
extension-verticale-des-triceps-avec-elastique,Extension verticale des triceps avec élastique,Triceps,Élastique,https://www.docteur-fitness.com/extension-verticale-des-triceps-avec-elastique
tate-press-a-un-bras-avec-haltere,Tate press à un bras avec haltère,Triceps,Haltères,https://www.docteur-fitness.com/tate-press-a-un-bras-avec-haltere
developpe-couche,Développé couché,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-couche
developpe-incline-a-la-barre,Développé incliné à la barre,Pectoraux,Barre,https://www.docteur-fitness.com/developpe-incline-a-la-barre
ecartes-couche-avec-halteres,Écartés couché avec haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/ecartes-couche-avec-halteres
ecartes-a-la-poulie-vis-a-vis-pour-les-pectoraux,Écartés à la poulie vis-à-vis,Pectoraux,Poulie,https://www.docteur-fitness.com/ecartes-a-la-poulie-vis-a-vis-pour-les-pectoraux
developpe-couche-halteres,Développé couché haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/developpe-couche-halteres
comment-faire-des-dips,Dips aux barres parallèles,Pectoraux,Barre,https://www.docteur-fitness.com/comment-faire-des-dips
pec-deck-ou-butterfly,Pec-deck ou butterfly,Pectoraux,Machine,https://www.docteur-fitness.com/pec-deck-ou-butterfly
developpe-incline-a-la-machine-convergente,Développé incliné à la machine convergente,Pectoraux,Machine,https://www.docteur-fitness.com/developpe-incline-a-la-machine-convergente
developpe-decline-a-la-barre,Développé décliné à la barre,Pectoraux,Barre,https://www.docteur-fitness.com/developpe-decline-a-la-barre
ecartes-decline-avec-halteres,Écartés décliné avec haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/ecartes-decline-avec-halteres
ecartes-hyght,Écartés Hyght,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/ecartes-hyght
developpe-couche-prise-inversee,Développé couché prise inversée,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-couche-prise-inversee
ecartes-unilateraux-a-la-landmine,Écartés unilatéraux à la landmine,Pectoraux,Landmine,https://www.docteur-fitness.com/ecartes-unilateraux-a-la-landmine
pourquoi-devrait-on-faire-des-pompes-plus-souvent,Pompes,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/pourquoi-devrait-on-faire-des-pompes-plus-souvent
developpe-couche-avec-chaines,Développé couché avec chaînes,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-couche-avec-chaines
developpe-decline-avec-haltere,Développé décliné avec haltère,Pectoraux,Haltères,https://www.docteur-fitness.com/developpe-decline-avec-haltere
pullover-avec-haltere,Pullover avec haltère,Pectoraux,Haltères,https://www.docteur-fitness.com/pullover-avec-haltere
developpe-couche-a-la-smith-machine,Développé couché à la Smith machine,Pectoraux,Smith machine|Machine,https://www.docteur-fitness.com/developpe-couche-a-la-smith-machine
hex-press-a-la-smith-machine,Hex press à la Smith machine,Pectoraux,Smith machine|Machine,https://www.docteur-fitness.com/hex-press-a-la-smith-machine
ecartes-couche-la-poulie-vis-a-vis,Écartés couché à la poulie vis-à-vis,Pectoraux,Poulie,https://www.docteur-fitness.com/ecartes-couche-la-poulie-vis-a-vis
developpe-debout-avec-elastique,Développé debout avec élastique,Pectoraux,Élastique,https://www.docteur-fitness.com/developpe-debout-avec-elastique
developpe-couche-serre-avec-halteres,Développé couché serré avec haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/developpe-couche-serre-avec-halteres
developpe-incline-a-la-poulie,Développé incliné à la poulie,Pectoraux,Poulie,https://www.docteur-fitness.com/developpe-incline-a-la-poulie
svend-press,Svend press,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/svend-press
pompes-inclinees-sur-smith-machine,Pompes inclinées sur Smith Machine,Pectoraux,Smith machine|Machine,https://www.docteur-fitness.com/pompes-inclinees-sur-smith-machine
pompes-inclinees-avec-sangles-de-suspension,Pompes inclinées avec sangles de suspension,Pectoraux,Sangles de suspension / TRX,https://www.docteur-fitness.com/pompes-inclinees-avec-sangles-de-suspension
developpe-couche-avec-elastique,Développé couché avec élastique,Pectoraux,Élastique,https://www.docteur-fitness.com/developpe-couche-avec-elastique
ecarte-a-la-poulie-vis-a-vis-haute-a-genoux,Écarté à la poulie vis à vis haute à genoux,Pectoraux,Poulie,https://www.docteur-fitness.com/ecarte-a-la-poulie-vis-a-vis-haute-a-genoux
developpe-decline-avec-elastique,Développé décliné avec élastique,Pectoraux,Élastique,https://www.docteur-fitness.com/developpe-decline-avec-elastique
developpe-couche-larsen,Développé couché Larsen,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-couche-larsen
developpe-couche-unilateral-avec-kettlebell,Développé couché unilatéral avec kettlebell,Pectoraux,Kettlebell,https://www.docteur-fitness.com/developpe-couche-unilateral-avec-kettlebell
developpe-couche-au-sol-avec-kettlebell,Développé couché au sol avec kettlebell,Pectoraux,Kettlebell,https://www.docteur-fitness.com/developpe-couche-au-sol-avec-kettlebell
developpe-a-la-landmine-pour-les-pectoraux,Développé à la landmine à genoux pour les pectoraux,Pectoraux,Landmine,https://www.docteur-fitness.com/developpe-a-la-landmine-pour-les-pectoraux
developpe-machine-assis-pour-les-pectoraux,Développé assis à la machine pour les pectoraux,Pectoraux,Machine,https://www.docteur-fitness.com/developpe-machine-assis-pour-les-pectoraux
ecartes-avec-sangles-de-suspension,Écartés avec sangles de suspension,Pectoraux,Sangles de suspension / TRX,https://www.docteur-fitness.com/ecartes-avec-sangles-de-suspension
chest-press-avec-sangles-de-suspension,Chest press avec sangles de suspension,Pectoraux,Sangles de suspension / TRX,https://www.docteur-fitness.com/chest-press-avec-sangles-de-suspension
ecartes-incline-avec-halteres,Écartés incliné avec haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/ecartes-incline-avec-halteres
ecarte-unilateral-a-la-poulie,Écarté unilatéral à la poulie,Pectoraux,Poulie,https://www.docteur-fitness.com/ecarte-unilateral-a-la-poulie
developpe-incline-avec-halteres,Développé incliné avec haltères,Pectoraux,Haltères,https://www.docteur-fitness.com/developpe-incline-avec-halteres
ecartes-a-la-poulie-haute,Écartés à la poulie haute,Pectoraux,Poulie,https://www.docteur-fitness.com/ecartes-a-la-poulie-haute
ecartes-avec-elastique,Écartés avec élastique,Pectoraux,Élastique,https://www.docteur-fitness.com/ecartes-avec-elastique
developpe-couche-au-sol,Développé couché au sol,Pectoraux,Poids de corps / sans matériel,https://www.docteur-fitness.com/developpe-couche-au-sol
tirage-alterne-vertical-elastique,Tirage alterné vertical à l'élastique,Dos,Élastique,https://www.docteur-fitness.com/tirage-alterne-vertical-elastique
rocky-pull-up,Rocky Pull-Up,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/rocky-pull-up
traction-barre-derriere,Traction barre derrière,Dos,Barre,https://www.docteur-fitness.com/traction-barre-derriere
tractions-aux-anneaux,Tractions aux anneaux,Dos,Sangles de suspension / TRX,https://www.docteur-fitness.com/tractions-aux-anneaux
dead-hang-suspension-passive,Dead Hang (suspension passive),Dos,Sangles de suspension / TRX,https://www.docteur-fitness.com/dead-hang-suspension-passive
muscle-up,Muscle-up,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/muscle-up
traction,Traction,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/traction
tirage-horizontal-a-la-poulie,Tirage horizontal à la poulie,Dos,Poulie,https://www.docteur-fitness.com/tirage-horizontal-a-la-poulie
comment-faire-du-rowing-barre,Rowing barre,Dos,Barre,https://www.docteur-fitness.com/comment-faire-du-rowing-barre
shrug-barre,Shrug barre,Dos,Barre,https://www.docteur-fitness.com/shrug-barre
pull-over-assis-a-la-machine,Pull-over assis à la machine,Dos,Machine,https://www.docteur-fitness.com/pull-over-assis-a-la-machine
traction-supination,Traction supination,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/traction-supination
rowing-haltere-a-un-bras,Rowing haltère à un bras,Dos,Haltères,https://www.docteur-fitness.com/rowing-haltere-a-un-bras
rowing-t-bar,"Rowing ""T-bar""",Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/rowing-t-bar
tirage-vertical-prise-serree,Tirage vertical prise serrée,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/tirage-vertical-prise-serree
rowing-en-pronation-assis-a-la-machine-technogym,Rowing en pronation assis à la machine Technogym,Dos,Machine,https://www.docteur-fitness.com/rowing-en-pronation-assis-a-la-machine-technogym
extension-lombaire-a-la-machine,Extension lombaire à la machine,Dos,Machine,https://www.docteur-fitness.com/extension-lombaire-a-la-machine
rowing-a-la-barre-en-t-avec-machine,Rowing à la barre en T avec machine,Dos,Machine|Barre,https://www.docteur-fitness.com/rowing-a-la-barre-en-t-avec-machine
rowing-assis-a-la-machine-en-prise-neutre,Rowing en prise neutre assis à la machine,Dos,Machine,https://www.docteur-fitness.com/rowing-assis-a-la-machine-en-prise-neutre
tirage-vertical-en-supination-machine-hammer-strength,Tirage vertical en supination à la machine Hammer Strength,Dos,Machine,https://www.docteur-fitness.com/tirage-vertical-en-supination-machine-hammer-strength
souleve-de-terre,Soulevé de terre,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/souleve-de-terre
traction-assistee-a-la-machine,Traction assistée à la machine,Dos,Machine,https://www.docteur-fitness.com/traction-assistee-a-la-machine
tractions-prise-neutre,Tractions prise neutre,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/tractions-prise-neutre
bent-over-row-avec-halteres,Rowing avec haltères,Dos,Haltères,https://www.docteur-fitness.com/bent-over-row-avec-halteres
seal-row-avec-halteres,Seal row avec haltères,Dos,Haltères,https://www.docteur-fitness.com/seal-row-avec-halteres
renegade-row,Renegade row,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/renegade-row
tirage-vertical-poitrine,Tirage vertical poitrine,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/tirage-vertical-poitrine
rowing-unilateral-a-la-landmine,Rowing unilatéral à la landmine,Dos,Landmine,https://www.docteur-fitness.com/rowing-unilateral-a-la-landmine
superman,Superman,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/superman
rowing-halteres-sur-banc-incline,Rowing haltères sur banc incliné,Dos,Haltères,https://www.docteur-fitness.com/rowing-halteres-sur-banc-incline
tractions-australiennes,Tractions australiennes,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/tractions-australiennes
pullover-avec-haltere,Pullover avec haltère,Dos,Haltères,https://www.docteur-fitness.com/pullover-avec-haltere
sled-pull,Sled pull,Dos,Poids de corps / sans matériel,https://www.docteur-fitness.com/sled-pull
shrug-a-la-machine-a-mollets,Shrug à la machine à mollets,Dos,Machine,https://www.docteur-fitness.com/shrug-a-la-machine-a-mollets
